Class	Text
Non-Habitat	 currently undocumented
Non-Habitat	 laid singly on the upper surface of hostleaves
Non-Habitat	 laid singly on the underside of host leaves
Non-Habitat	 laid singly on host leaves
Non-Habitat	 laid in large clusters on underside of leaves
Non-Habitat	 laid in clusters on the underside of hostleaves
Non-Habitat	 (aid singly on the underside of host leaves
Non-Habitat	 currently undocumented
Non-Habitat	 laid singly on host leaves
Non-Habitat	 laid singly on host leaves and tendrils
Non-Habitat	 laid singly on host leaves
Non-Habitat	laid singly on host leaves
Non-Habitat	laid singly on the upper surface of host leaves
Non-Habitat	 laid singly on host leaves
Non-Habitat	 laid singly or in small stacks on host leaves
Non-Habitat	 laid singly on host leaves
Non-Habitat	 laid singly on host leaves
Non-Habitat	laid singly or in small groups on top of eachother on host leaves
Non-Habitat	eggs laid singly on host leaves
Non-Habitat	laid singly on tip of host leaves
Non-Habitat	eggs laid singly and somewhat haphazardly near host leaves
Non-Habitat	laid singly on host leaves
Non-Habitat	eggs laid singly and somewhat haphazardly on or host leaves
Non-Habitat	eggs laid singly and somewhat haphazardly near host leaves
Non-Habitat	laid singly on host leaves
Non-Habitat	 laid singly and somewhat haphazardly near host leaves
Non-Habitat	" laid on dead leaves below host;  Unlike mostother butterflies, female Red-banded Hairstreaks donot lay eggs directly on the larval host. Instead, theyland on the ground below appropriate hosts anddeposit the small eggs singly on underside of dead,fallen leaves or other debris."
Non-Habitat	"eggs laid singly young shoots, new leavesor flower buds of host"
Non-Habitat	 laid singly on flower buds or flowers ofhost
Non-Habitat	" laid singly on host leaves, buds, developing fruits and catkins"
Non-Habitat	 laid singly on host
Non-Habitat	laid singly on host
Non-Habitat	Prefers smaller trees about 2 m high or regrowth produced after trees have been felled or branches cut on which to breed.
Non-Habitat	 laid singly on host leaves
Non-Habitat	laid singly on host leaves
Non-Habitat	 laid singly on host leaves
Non-Habitat	 laid singly on host leaves
Non-Habitat	 laid singly on underside of leaves
Non-Habitat	"laid singly on leaves, stems or flower buds"
Non-Habitat	 laid singly on host leaves or flowers
Non-Habitat	 laid singly on host leaves and flowers
Non-Habitat	 laid singly or in small groups on host leaves
Non-Habitat	 laid singly on host leaves
Non-Habitat	 laid singly on host leaves
Non-Habitat	 laid singly on host leaves
Non-Habitat	 laid singly on host leaves
Non-Habitat	Females lay their eggs on the food plant/
Non-Habitat	 laid singly on host leaves
Non-Habitat	 laid singly on host leaves
Non-Habitat	 laid singly on host leaves
Non-Habitat	laid singly on host leaves or flower buds
Non-Habitat	 laid singly on host leaves
Non-Habitat	 laid singly on upper surface of host leaves
Non-Habitat	"laid singly on the foodplant; Observations suggest that females probably range widely during the season and may even spread several kilometres away from main breeding areas, laying eggs in any suitable patches of vegetation as they go."
Non-Habitat	"Eggs are laid in small batches in the leaf sheaths of foodplants. The female alights on a grass stem and backs downwards, inserting her abdomen into the leaf sheath and depositing several eggs inside"
Non-Habitat	"Females lay eggs in small batches in the leaf sheaths of grasses, tending to select sheaths that are compact and tightly furled. "
Non-Habitat	Females prefer to lay eggs on tall foodplants (30-50cm) and rarely select patches 10-30cm tall (never patches under 10cm). The eggs are laid in groups up to 15 whicch are deposited deep in the flower sheaths of Torgrass. 
Non-Habitat	"Eggs are laid singly on leaf blades of Sheep's-fescue or occasionally on adjacent plants, where they pass the winter. Females are highly selective a lay most of their eggs on small tufts of foodplant growing in short turf (1-4cm tall) and often next to small patches of bare ground. Most eggs are laid next to animal tracks, old rabbit scrapes, or where there is some erosion on steep slopes or due to grazing animals. However, in hot conditions, some eggs are laid on short tufts of Sheep's-fescue growing in more closed turf.; laying its eggs on foodplants growing in the warmest positions; rarely lays on heavily nibbled tufts of foodplant"
Non-Habitat	"Females have been observed laying eggs on Torgrass (B. pinnatum) and Wood Small-reed (Calamagrostis epigejos).; Eggs are laid singly on the undersides of leaves of the foodplants growing in sunny, sheltered spots, and hatch after about two weeks."
Non-Habitat	Eggs are laid singly on young leaves of the foodplants and recent study has shown that females choose the longest shoots of large plants growing in sheltered situations. 
Non-Habitat	"Eggs are laid singly on foodplants growing in warm positions, next to either bare ground or short vegetation. They may be highly concentrated and ideal plants can contain over 20 eggs."
Non-Habitat	Eggs are laid on tall flowering plants of Milk-parsley that protrude above the surrounding fenland vegetation. 
Non-Habitat	"On the underside of a foodplant leaf, 10-20 eggs are laid with regular intervals. On rare occasions, only a single ovum may be laid. Besides on leaves, ova are occasionally found on petioles, stems, or buds of the foodplant... They are laid onto a foodplant climbing around a tree or shrub in a bush in a place unexposed to direct sunlight, in particular at a height of 1-2m above ground level. Places exposed to direct sunlight or heat radiation from rocks scorched by the sun are avoided for oviposition."
Non-Habitat	The female lays several to over ten eggs together on the leaf underside of a foodplant growing in forest.
Non-Habitat	"The ovipositing female, perching on the edge of a mature foodplant leaf, curves its abdomen greatly to lay a single egg taking about 30 seconds at a time on its underside, to make a heaped batch of eggs. On the underside of such a leaf, a batch of l50-180 eggs is observed being made. Eggs are laid on the foodplant leaf underside about 2 m above ground level. "
Non-Habitat	The female butterfly lays eggs one by one on the leaf underside.
Non-Habitat	"Forced a female to oviposit in captivity and the female laid a batch of 15 eggs on the leaf underside of A. moupinensis. Females occurring in mainland Japan lay their eggs one by one, while those on the Ishigaki Island in Okinawa Prefecture lay eggs in batches."
Non-Habitat	Several eggs are laid together on the underside of a foodplant leaf.
Non-Habitat	The female lays several eggs together on the underside of a foodplant leaf
Non-Habitat	Females lay an egg singly on the underside of the foodplant leaf.
Non-Habitat	Females lays single egg near the root of Papaveraceae Adlumia Asiatica or near by rocks.
Non-Habitat	"The eggs are laid singly on upper parts of foodplants, usually where they protrude above surrounding vegetation. In Britain, females prefer to lay eggs in light scrub or in the edges of sunny woodland rides. They rarely lay in very open areas and never fly into dense shade."
Non-Habitat	Females lay their eggs on prostrate plants and dry debris in shaded areas. 
Non-Habitat	The egg is laid one by one on the underside of a leaf of the foodplant growing in a forest margin or on a well-lit flat terrain.
Non-Habitat	"The female butterfly lays an egg one by one on the leaf underside or twig of a foodplant growing in dense, poorly illuminated woodland. "
Non-Habitat	The egg is laid one by one on the underside of a foodplant leaf.
Non-Habitat	"The female lays an egg on the leaf upperside or a new unfolding bud, and the unfolding bud"
Non-Habitat	"Females lay one egg on dried leaf, stem, or rock near the food plant"
Non-Habitat	"Egg’s width is 1.5~1.7mm, height is 0.8~1.1mm, and has shape of steamed bun. Larvae becomes stage 1 larvae inside the egg and has to survive winter so the egg’s shell is very dense and thick. The outer surface of the egg is very rough. Initially, egg has color of brown-white and eventually turns into gray-white. "
Non-Habitat	"Female species in middle region attaches 5 to 21 eggs in the back of food plant around early-May. Egg has spherical shape with flat bottom, with width of 0.98 mm. The egg has smooth surface and the color shifts from yellow-white, blueish-purple then gray-brown. The the species spend as egg is about 12 to 15 days. "
Non-Habitat	Female lays about 5 to 95 eggs at once on stem of food plant or sprout. 
Non-Habitat	"most egg-laying sites, which may contain very few LHP [larval host plant] specimens, comprise hot, dry, sunny places… and are often abundant in robust, nectar-rich plants such as thistles; Ova laid on leaves."
Non-Habitat	Ovipositing and feeding behavior similar to that of P. machaon [Ova laid on leaves]
Non-Habitat	"Ova laid mostly near leaf-tips on plants in partial shade, or on lower, shaded leaves of plants growing in full sun."
Non-Habitat	"Ova laid on floret-stem or calyx, or close to tips of filamentous leaves of plants so structured. "
Non-Habitat	The egg is laid one by one on the leaf upperside or flower spike.
Non-Habitat	"For oviposition, young leaves and unfolding buds are selected, and a single egg is laid at a time. "
Non-Habitat	Females have been observed laying their eggs on the food plant.
Non-Habitat	The egg is laid one by one on a young unfolding leaf.
Non-Habitat	"The female lays an egg singly on the underside of a foodplant leaf at a height over 3m above ground level. After laying an egg, the female flies for a while before laying the next one. "
Non-Habitat	Ova laid on leaves.
Non-Habitat	"Ova laid singly or in small numbers on upperside of leaf, plants in close proximity to bushes or well-shaded by trees are favoured for oviposition."
Non-Habitat	"Ova laid singly or in small batches on leaves, usually underside."
Non-Habitat	The female lays eggs singly on unfolding buds or flower spikes. 
Non-Habitat	"The female lays eggs singly on unfolding buds or flower spikes of cardamines, e.g. Cardamine flexuosa"
Non-Habitat	"Eggs are laid singly on either young bud, leaf upperside, or underside. "
Non-Habitat	The female lays the egg one by one on a bud or an immature flower spike of the foodplant. 
Non-Habitat	"The ovipositing female observed, taking ample time, formed a batch of some 80 eggs on the underside of a foodplant leaf. "
Non-Habitat	The female lays 10-20 eggs collectively on the upperside of a foodplant leaf.
Non-Habitat	"Oviposition takes place on new buds and young leaves on the foodplant about 1-3m abouve ground level in the forest. Unfolded young leaves are preferred to newly unfolding ones. The female flies actively in search of leaves suitable for oviposition. It lays an egg, one at a time, and shortly flies away for another. The egg is laid sideways on the leaf underside along the midvein at the base of the branching point of a subsidiary vein. "
